Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes,
32545,The Procognitive and Synaptogenic Effects of Angiotensin IV-Derived Peptides Are Dependent on Activation of the Hepatocyte Growth Factor/c-Met System,(BLS) Biochemistry;(BLS) Biology - Cellular;,"Department of Integrative Physiology and Neuroscience, Washington State University, Pullman, Washington; Department of Psychology, Washington State University, Pullman, Washington; M3 Biotechnology, Inc., Seattle, Washington;",The Journal of Pharmacology and Experimental Therapeutics,ASPET: American Society for Pharmacology and Experimental Therapeutics,United States,Caroline C Benoist;Leen H Kawas;Mingyan Zhu;Katherine A Tyson;Lori Stillmaker;Suzanne M Appleyard;John W Wright;Gary A Wayman;Joseph W Harding,http://retractionwatch.com/2021/09/24/four-papers-by-athira-ceo-earn-expressions-of-concern/,Research Article;,9/22/2021 0:00,10.1124/jpet.114.218735concern,34551987,10/1/2014 0:00,10.1124/jpet.114.218735,25187433,Expression of concern,Concerns/Issues about Image;,No,see also: https://pubpeer.com/publications/D5375331091A7EF887CDC02B813ACA;,
17269,"Ileal-lymphoid-nodular Hyperplasia, Non-specific Colitis, and Pervasive Developmental Disorder in Children",(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Neuroscience;(HSC) Medicine - Immunology;(HSC) Medicine - Neurology;(HSC) Medicine - Pediatrics;,"Inflammatory Bowel Disease Study Group, University Departments of Medicine and Histopathology, Royal Free Hospital and School of Medicine, London NW3 2QG, UK; University Departments of Paediatric Gastroenterology, Royal Free Hospital and School of Medicine, London NW3 2QG, UK; Child and Adolescent Psychiatry, Royal Free Hospital and School of Medicine, London NW3 2QG, UK; Neurology, Royal Free Hospital and School of Medicine, London NW3 2QG, UK;",Lancet,Elsevier,United Kingdom,Andrew J Wakefield;Simon Harry Murch;A Anthony;J Linnell;D M Casson;M Malik;M Berelowitz;A P Dhillon;M A Thomson;P Harvey;A Valentine;S E Davies;John Angus Walker-Smith,http://retractionwatch.com/the-retraction-watch-leaderboard/top-10-most-highly-cited-retracted-papers/,Clinical Study;,3/6/2004 0:00,10.1016/S0140-6736(04)15715-2,15016483,2/28/1998 0:00,10.1016/S0140-6736(97)11096-0,9500320,Correction,Concerns/Issues about Results and/or Conclusions;Error in Results and/or Conclusions;Updated to Retraction;,No,,
4036,"Ileal-lymphoid-nodular Hyperplasia, Non-specific Colitis, and Pervasive Developmental Disorder in Children",(BLS) Biology - Cancer;(BLS) Biology - Cellular;(BLS) Neuroscience;(HSC) Medicine - Immunology;(HSC) Medicine - Neurology;(HSC) Medicine - Pediatrics;,"Inflammatory Bowel Disease Study Group, University Departments of Medicine and Histopathology, Royal Free Hospital and School of Medicine, London NW3 2QG, UK; University Departments of Paediatric Gastroenterology, Royal Free Hospital and School of Medicine, London NW3 2QG, UK; Child and Adolescent Psychiatry, Royal Free Hospital and School of Medicine, London NW3 2QG, UK; Neurology, Royal Free Hospital and School of Medicine, London NW3 2QG, UK;",Lancet,Elsevier,United Kingdom,Andrew J Wakefield;Simon Harry Murch;A Anthony;J Linnell;D M Casson;M Malik;M Berelowitz;A P Dhillon;M A Thomson;P Harvey;A Valentine;S E Davies;John Angus Walker-Smith,http://retractionwatch.com/the-retraction-watch-leaderboard/top-10-most-highly-cited-retracted-papers/;http://retractionwatch.com/2015/02/03/frauds-long-tail-measles-outbreak-shows-important-look-downstream-retractions/,Clinical Study;,2/6/2010 0:00,10.1016/S0140-6736(10)60175-4,20137807,2/28/1998 0:00,10.1016/S0140-6736(97)11096-0,9500320,Retraction,Falsification/Fabrication of Data;Investigation by Company/Institution;Investigation by Third Party;Lack of Approval from Company/Institution;Lack of IRB/IACUC Approval and/or Compliance;Manipulation of Results;Upgrade/Update of Prior Notice(s);,No,See also: http://briandeer.com/solved/gmc-charge-sheet.pdf,
71782,"The study of structural, magnetic and dielectric properties of spinel ferrites for microwave absorption applications",(PHY) Crystallography/Spectroscopy;(PHY) Materials Science;,"Department of Chemistry, Government Murray College Sialkot, Sialkot, Pakistan; Department of Physics, Khwaja Fareed University of Engineering and Information Technology, Abu Dhabi Road, Rahim Yar Khan, 64200, Pakistan; Department of Chemistry, College of Science, King Saud University, P.O. Box 22452, Riyadh, 11451, Saudi Arabia; Department of Mechanical Engineering, College of Engineering, Kyung Hee University, Yongin, 445-701, South Korea; Department of Physics, Faculty of Science, King Khalid University, P.O. Box 9004, Abha, Saudi Arabia; Department of Physics, Faculty of Science, Al-Azhar University, Assiut, 71524, Egypt; Department of Mathematics, Khwaja Fareed University of Engineering and Information Technology, Abu Dhabi Road, Rahim Yar Khan, 64200, Pakistan; Department of Physics, The Government Sadiq College Women University, Bahawalpur, 63100, Pakistan; Department of Physics, Bahauddin Zakariya, University Multan, Multan, 60800, Pakistan;",Applied Physics A,Springer - Nature Publishing Group,Egypt;Pakistan;Saudi Arabia;South Korea,Kashif Younas Butt;Salma Aman;Abeer A AlObaid;Tahani I Al-Muhimeed;Adeela Rehman;H H Hegazy;Naseeb Ahmad;Abdul Rauf Khan;Syeda Rabia Ejaz;Hafiz Muhammad Tahir Farid,,Research Article;,8/8/2024 0:00,10.1007/s00339-024-07754-7,0,8/27/2021 0:00,10.1007/s00339-021-04827-9,0,Correction,Error in Image;Updated to Retraction;,No,See also: https://pubpeer.com/publications/C4B513A4147F2DECFC15DF2B834C54,
71781,"The study of structural, magnetic and dielectric properties of spinel ferrites for microwave absorption applications",(PHY) Crystallography/Spectroscopy;(PHY) Materials Science;,"Department of Chemistry, Government Murray College Sialkot, Sialkot, Pakistan; Department of Physics, Khwaja Fareed University of Engineering and Information Technology, Abu Dhabi Road, Rahim Yar Khan, 64200, Pakistan; Department of Chemistry, College of Science, King Saud University, P.O. Box 22452, Riyadh, 11451, Saudi Arabia; Department of Mechanical Engineering, College of Engineering, Kyung Hee University, Yongin, 445-701, South Korea; Department of Physics, Faculty of Science, King Khalid University, P.O. Box 9004, Abha, Saudi Arabia; Department of Physics, Faculty of Science, Al-Azhar University, Assiut, 71524, Egypt; Department of Mathematics, Khwaja Fareed University of Engineering and Information Technology, Abu Dhabi Road, Rahim Yar Khan, 64200, Pakistan; Department of Physics, The Government Sadiq College Women University, Bahawalpur, 63100, Pakistan; Department of Physics, Bahauddin Zakariya, University Multan, Multan, 60800, Pakistan;",Applied Physics A,Springer - Nature Publishing Group,Egypt;Pakistan;Saudi Arabia;South Korea,Kashif Younas Butt;Salma Aman;Abeer A AlObaid;Tahani I Al-Muhimeed;Adeela Rehman;H H Hegazy;Naseeb Ahmad;Abdul Rauf Khan;Syeda Rabia Ejaz;Hafiz Muhammad Tahir Farid,,Research Article;,7/22/2025 0:00,10.1007/s00339-025-08780-9,0,8/27/2021 0:00,10.1007/s00339-021-04827-9,0,Retraction,Concerns/Issues about Data;Concerns/Issues about Image;Duplication of Data;Duplication of/in Image;Euphemisms for Duplication;Investigation by Third Party;Original Data and/or Images not Provided and/or not Available;Unreliable Data;Upgrade/Update of Prior Notice(s);,No,See also: https://pubpeer.com/publications/C4B513A4147F2DECFC15DF2B834C54,
71780,Tunable decorated flake interlayers of functionalized graphene oxide for energy storage devices,(PHY) Energy;(PHY) Materials Science;(PHY) Nanotechnology;,"Department of Physics, College Science, Princess Nourah bint Abdulrahman University, P.O. Box 84428, Riyadh, 11671, Saudi Arabia; Institute of Chemical Sciences, Bahauddin Zakariya University, Multan, 60800, Pakistan; Centre of Excellence in Solid State Physics, University of the Punjab, Lahore, Pakistan; Department of Physics, Khwaja Fareed University of Engineering and Information Technology, Abu Dhabi Road, Rahim Yar Khan, 64200, Pakistan; Department of Physics, College of Science, Taif University, P.O. Box 11099, Taif, 21944, Saudi Arabia; Department of Physics, Sakarya University, Sakarya, Turkey; Department of Physics, College of Science, Jouf University, P.O. Box 2014, Sakaka, Saudi Arabia; Department of Physics, Government Graduate College Taunsa, Sharif, 32100, Pakistan;",Applied Physics A,Springer - Nature Publishing Group,Pakistan;Saudi Arabia;Turkey,Nada Alfryyan;Sumaira Manzoor;Abdul Ghafoor Abid;Muhammad Suleman Waheed;Salma Aman;Naseeb Ahmad;Sultan Alomairy;M S Al-Buriahi;Z A Alrowaili;Hafiz Muhammad Tahir Farid,,Research Article;,8/5/2025 0:00,10.1007/s00339-025-08843-x,0,6/5/2022 0:00,10.1007/s00339-022-05707-6,0,Retraction,Concerns/Issues about Data;Concerns/Issues about Image;Duplication of/in Image;Euphemisms for Duplication;Investigation by Journal/Publisher;Investigation by Third Party;Unreliable Data;,No,See also: https://pubpeer.com/publications/2DFCA23F21F7D7637DAB1F28DBAB5E,
71779,Novel Sr-based Al2O4 spinel material an environmental friendly electrode for supercapacitor application,(PHY) Engineering - Electrical;(PHY) Materials Science;,"Institute of Physics, Khwaja Fareed University of Engineering and Information Technology, Abu Dhabi Road, Rahim Yar Khan, 64200, Pakistan; Department of Physics, College of Science, Princess Nourah bint Abdulrahman University, P. O. Box 84428, Riyadh, 11671, Saudi Arabia; Department of Civil Engineering, Institute of Southern Punjab, Multan, Pakistan; Department of Physics, Government Graduate College, Taunsa Sharif, 32100, Pakistan;",Applied Physics A,Springer - Nature Publishing Group,Pakistan;Saudi Arabia,Salma Aman;Soumaya Gouadria;F F Alharbi;Muhammd Noman Saeed;Hafiz Muhammad Tahir Farid,,Research Article;,8/8/2025 0:00,10.1007/s00339-025-08828-w,0,4/15/2023 0:00,10.1007/s00339-023-06591-4,0,Retraction,Concerns/Issues about Data;Investigation by Third Party;Original Data and/or Images not Provided and/or not Available;Unreliable Data;,No,,
71778,The effect of silicon on cerium zirconates pyrochlores nanoparticles,(PHY) Crystallography/Spectroscopy;(PHY) Engineering - Electrical;(PHY) Materials Science;(PHY) Nanotechnology;,"Institute of Chemical Sciences, Bahauddin Zakaryia University, Multan, 6100, Pakistan; Department of Chemistry, College of Science, Taif University, P.O.Box 11099, Taif, 21944, Saudi Arabia; Department of Chemistry, College of Science, Qassim University, Buraidah, Saudi Arabia; Department of Physics, Bahauddin Zakariya University, Multan, 60800, Pakistan;",Applied Physics A,Springer - Nature Publishing Group,Pakistan;Saudi Arabia,Saleem Mumtaz;Muhammad Naeem Ashiq;Bashir Ahmad;Muhammad Faheem Ashiq;Ruqiya Sehrish Gohar;Nosheen Nazar;Shams H Abdel-Hafez;Wael A El-Sayed;Hafiz Muhammad Tahir Farid,,Research Article;,8/18/2025 0:00,10.1007/s00339-025-08869-1,0,11/10/2021 0:00,10.1007/s00339-021-05040-4,0,Retraction,Concerns/Issues about Data;Concerns/Issues about Image;Unreliable Data;,No,See also: https://pubpeer.com/publications/8B01B5EA86DA3C0FF77B7DB98169B9,
71772,Brood parasitism and quasi-parasitism in the European barn swallow Hirundo rustica rustica,(BLS) Zoology;,"Faculty of Science, Charles University in Prague, Viničná 7, 128 44, Praha 2, Czech Republic; Institute of Vertebrate Biology, Academy of Sciences of the Czech Republic, v.v.i., Květná 8, 603 65, Brno, Czech Republic; Bird Ringing Station, National Museum, Hornoměcholupská 34, 10200, Praha 10, Czech Republic;",Behavioral Ecology and Sociobiology,Springer - Nature Publishing Group,Czech Republic,Adéla Petrželková;Romana Michálková;Jana Albrechtová;Jaroslav Cepák;Marcel Honza;Jakub Kreisinger;Pavel Munclinger;Martina Soudková;Oldřich Tomášek;Tomáš Albrecht,,Research Article;,9/12/2025 0:00,10.1007/s00265-025-03645-w,0,6/10/2015 0:00,10.1007/s00265-015-1953-6,0,Retraction,Error in Methods;Original Data and/or Images not Provided and/or not Available;Results Not Reproducible;,No,,
71765,Comparison of cracking activity of the core-shell composite MCM-41/HY & MCM-48/HY catalysts in the synthesis of organic liquid fuel from Mahua oil,(PHY) Chemistry;(PHY) Energy;(PHY) Engineering - Chemical;,"School of Materials Science and Engineering, Central South University of Forestry and Technology, Changsha, 410004, China; Department of Chemistry, St. Joseph's Institute of Technology, Chennai, 119, Tamil Nadu, India; Department of Pharmacology, Saveetha Dental College, Saveetha Institute of Medical and Technical Sciences, Saveetha University, Chennai, India; Mechanical Engineering Department, College of Engineering, Taif University, P.O. Box 11099, Taif, 21944, Saudi Arabia; Department of Clinical Pathology and Pharmaceutics, College of Pharmacy, Taif University, P.O.Box 11099, Taif, 21944, Saudi Arabia; Jiangsu Co-Innovation Center of Efficient Processing and Utilization of Forest Resources, International Innovation Center for Forest Chemicals and Materials, College of Materials Science and Engineering, Nanjing Forestry University, Nanjing, Jiangsu, 210037, China; Department of Aeronautical Engineering, Sathyabama Institute of Science and Technology, Chennai, India; College of Medical and Health Science, Asia University, Taichung, Taiwan; School of Renewable Energy, Maejo University, Chiang Mai, 50290, Thailand;",Environmental Research,Elsevier,China;India;Saudi Arabia;Taiwan;Thailand,Minglong Zhang;Ganesan Ramya;Kathirvel Brindhadevi;Ashraf Elfasakhany;Amany Salah Khalifa;Changlei Xia;S Manigandan;Arivalagan Pugazhendhi,,Research Article;,7/15/2026 0:00,10.1016/j.envres.2026.125204,42456507,12/1/2021 0:00,10.1016/j.envres.2021.112474,34863683,Retraction,Compromised Peer Review;Concerns/Issues about Authorship/Affiliation;Concerns/Issues about Data;Concerns/Issues about Peer Review;Investigation by Journal/Publisher;Investigation by Third Party;Original Data and/or Images not Provided and/or not Available;,No,See also: https://pubpeer.com/publications/706471227516A1F6F549C402F35EF4,
